Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB
"10287","","","None","www.perfectcomfort.us","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 100.64.13.90 to 173.231.220.37 : 
100.64.13.90
100.64.0.1
?
12.87.147.57
12.123.140.150
12.123.140.173
12.122.117.153
12.122.117.158
12.122.2.177
12.122.132.157
173.241.128.29
89.149.181.50
198.46.80.11
198.46.80.11
198.46.80.85
104.193.140.93
173.231.220.37

Hop Count: 16
","","","","","None","","",""
"10302","","","None","www.perfectcomfort.us","tcp","443","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/orig.html","Contents of robots.txt :

User-agent: *
Disallow: /cgi-bin/

Sitemap: https://www.perfectcomfort.us/sitemap.xml","","","","","None","","",""
"10302","","","None","www.perfectcomfort.us","tcp","2083","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/orig.html","Contents of robots.txt :

User-agent: *
Disallow: /
","","","","","None","","",""
"10302","","","None","www.perfectcomfort.us","tcp","2087","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/orig.html","Contents of robots.txt :

User-agent: *
Disallow: /
","","","","","None","","",""
"10302","","","None","www.perfectcomfort.us","tcp","2096","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/orig.html","Contents of robots.txt :

User-agent: *
Disallow: /
","","","","","None","","",""
"10386","","","None","www.perfectcomfort.us","tcp","80","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://www.perfectcomfort.us/Y3XalT8cJT1g.html
","","","","","None","","",""
"10386","","","None","www.perfectcomfort.us","tcp","2083","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","
The following string will be used :
TYPE=""password""","","","","","None","","",""
"10386","","","None","www.perfectcomfort.us","tcp","2087","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","
The following string will be used :
TYPE=""password""","","","","","None","","",""
"10386","","","None","www.perfectcomfort.us","tcp","2096","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","
The following string will be used :
TYPE=""password""","","","","","None","","",""
"10863","","","None","www.perfectcomfort.us","tcp","21","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Common Name: contractor-1.footbridgemobile.com

Issuer Name: 

Country: US
State/Province: TX
Locality: Houston
Organization: cPanel, Inc.
Common Name: cPanel, Inc. Certification Authority

Serial Number: 00 9A 9E E8 92 D5 C7 2F 23 CF 2D 2D A8 BE BB 7F 80 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Dec 17 00:00:00 2021 GMT
Not Valid After: Dec 17 23:59:59 2022 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 A9 1C 4B C3 25 B3 FC 09 26 C6 87 EC 64 26 B7 3F 7E D3 6D 
            63 A6 5D 7E 0F 7F C1 62 34 26 DC B9 99 45 5A 77 DD 22 85 05 
            8C 17 B8 48 EF 71 D8 DF 58 21 9B 27 B5 A9 8F DC 60 C6 AD 1B 
            1A 64 7C DC 66 6F 99 36 05 17 EF FF E2 E8 41 DB 22 CD A4 7C 
            29 77 FF A1 18 B6 30 52 C7 96 04 60 5C C0 11 7E 7A B5 9B 4A 
            E0 3A 99 45 E8 C1 2F 11 00 08 AB 24 B7 77 C5 19 B7 BB 30 BC 
            3F FE 5B BF E2 F1 42 FB 26 C5 C1 5A E5 3A 36 9B C5 E4 EE 56 
            55 71 ED 06 BD DB D5 BF E5 FF 5B 41 5F 61 97 1E 0D 99 FE FB 
            48 42 4B 99 72 26 E0 9C 8D 13 E0 12 9A CC A0 6A 8F 39 7B 57 
            16 F9 47 43 CD 6D 04 E2 FB EB CB 6D 1C 33 B5 D7 9B 83 E6 5C 
            4B E3 0D CB 80 51 51 89 46 D6 7D 4F CE 2D 3A 43 99 83 76 C2 
            F5 FF BF 4D 26 3F 79 50 C6 D1 1C DA 86 5B 80 AE 2A 3B F6 88 
            92 DC 1C 13 87 8F FD 5F 67 E2 A2 61 DD 36 23 ED FB 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 50 B9 18 3A 57 D5 71 46 58 BD FE 78 84 A2 7A 77 75 D5 96 
           AC 68 C7 D8 14 D2 83 71 76 B0 C6 09 71 52 07 00 32 84 50 22 
           66 B3 EF A6 28 73 5D 02 3E 17 C2 8B 24 DD FB BD 15 2B 92 97 
           E7 8C 6F 39 7E 27 A2 94 2B 77 23 D4 86 A1 E6 D0 EB AD 4F 21 
           93 5D E1 41 53 CE 9E BE F4 A5 AC BA 42 40 E3 4F B4 62 D0 99 
           47 D9 23 28 0A F0 23 EA 44 75 DA 9D CF C5 A6 CB 89 67 D3 C5 
           92 7F 55 3F 21 2E 1C 7E F3 96 08 37 C4 5B 0C 2B F7 2F 48 5A 
           75 E4 3B 35 E8 86 51 2B F3 55 9F A1 3A 3E 1A E8 76 16 F0 03 
           46 44 D3 7C 5E 4B 46 23 4B EA B6 31 CA 62 B0 03 BA B7 FC D7 
           F3 F6 52 BE 0E 42 2F 0A AD 49 7D 44 30 D8 0E EB F0 E9 EF DE 
           17 64 49 06 FF ED D5 77 3B 46 61 AD 5C 1F 2A 93 A0 47 9C 7E 
           37 15 57 6E 7C B6 71 0E EB 68 E3 21 43 FC 09 2A 76 41 2E FB 
           D2 E1 68 39 9A 20 E9 07 1A FF 00 E2 90 7F 50 95 06 

Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 7E 03 5A 65 41 6B A7 7E 0A E1 B8 9D 08 EA 1D 8E 1D 6A C7 65 


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 35 6D D1 C9 2F A3 13 BF E8 12 5D DB 86 B9 A8 F2 3E 5F 6E D2 


Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Key Encipherment


Extension: Basic Constraints (2.5.29.19)
Critical: 1


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Policies (2.5.29.32)
Critical: 0
Policy ID #1: 1.3.6.1.4.1.6449.1.2.2.52
Qualifier ID #1: Certification Practice Statement (1.3.6.1.5.5.7.2.1)
CPS URI: https://sectigo.com/CPS
Policy ID #2: 2.23.140.1.2.1


Extension: CRL Distribution Points (2.5.29.31)
Critical: 0
URI: http://crl.comodoca.com/cPanelIncCertificationAuthority.crl


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Certificate Authority Issuers
URI: http://crt.comodoca.com/cPanelIncCertificationAuthority.crt
Method#2: Online Certificate Status Protocol
URI: http://ocsp.comodoca.com


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: contractor-1.footbridgemobile.com


Extension: 1.3.6.1.4.1.11129.2.4.2
Critical: 0
Data: 04 82 01 6B 01 69 00 77 00 46 A5 55 EB 75 FA 91 20 30 B5 A2 
      89 69 F4 F3 7D 11 2C 41 74 BE FD 49 B8 85 AB F2 FC 70 FE 6D 
      47 00 00 01 7D C8 97 C4 BA 00 00 04 03 00 48 30 46 02 21 00 
      B0 E0 58 AA 0C 57 E5 96 36 CE 4F 1F 06 9C 0D F2 8A 19 78 DB 
      92 D2 66 B0 7E 3A B3 B6 69 A5 61 67 02 21 00 A3 0A 77 29 C4 
      27 6D BD C0 E9 7F 08 61 E6 10 8F C5 17 CC C8 E6 B3 16 E1 50 
      68 70 F6 AD D9 9B A0 00 76 00 41 C8 CA B1 DF 22 46 4A 10 C6 
      A1 3A 09 42 87 5E 4E 31 8B 1B 03 EB EB 4B C7 68 F0 90 62 96 
      06 F6 00 00 01 7D C8 97 C4 86 00 00 04 03 00 47 30 45 02 21 
      00 AD 84 14 11 1A 2A 2C 4A 67 68 0A EA 94 75 72 34 56 F0 75 
      25 87 B0 DA BE 23 5E 5C BE 8D F1 B4 B0 02 20 3B D0 F7 05 03 
      9A 9C CD BE 18 E8 4F 8D 11 8F 98 64 FF 26 1D 67 33 8D 17 35 
      E6 E0 79 90 E0 3E C3 00 76 00 29 79 BE F0 9E 39 39 21 F0 56 
      73 9F 63 A5 77 E5 BE 57 7D 9C 60 0A F8 F9 4D 5D 26 5C 25 5D 
      C7 84 00 00 01 7D C8 97 C4 5B 00 00 04 03 00 47 30 45 02 20 
      28 D3 B1 0D B4 42 BE F7 35 3F DE EB 96 FB 80 6C F2 0D ED 91 
      66 B3 32 11 48 1A F4 07 29 1C A3 35 02 21 00 E2 78 D1 BB 48 
      A4 62 70 EB 1C 5D AF 8E F2 D8 90 59 EC 66 54 9D 6A 57 D4 A7 
      BC D6 F0 A4 94 13 19 


Fingerprints : 

SHA-256 Fingerprint: 0D 48 B9 26 FC 6F 03 5B 32 60 6A C8 1C 28 93 1C 08 1F 59 95 
                     31 7C 89 88 D3 D6 F4 20 36 B7 34 31 
SHA-1 Fingerprint: EA 37 CB 97 95 2B 4E 3D 45 3F C0 84 07 07 32 E7 FC 6A A2 93 
MD5 Fingerprint: 2C E5 EE B2 9A A3 66 61 24 1A 50 C6 93 20 83 8E 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIGdTCCBV2gAwIBAgIRAJqe6JLVxy8jzy0tqL67f4AwDQYJKoZIhvcNAQELBQAwcjELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAlRYMRAwDgYDVQQHEwdIb3VzdG9uMRUwEwYDVQQKEwxjUGFuZWwsIEluYy4xLTArBgNVBAMTJGNQYW5lbCwgSW5jLiBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTAeFw0yMTEyMTcwMDAwMDBaFw0yMjEyMTcyMzU5NTlaMCwxKjAoBgNVBAMTIWNvbnRyYWN0b3ItMS5mb290YnJpZGdlbW9iaWxlLmNvbTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAKkcS8Mls/wJJsaH7GQmtz9+021jpl1+D3/BYjQm3LmZRVp33SKFBYwXuEjvcdjfWCGbJ7Wpj9xgxq0bGmR83GZvmTYFF+//4uhB2yLNpHwpd/+hGLYwUseWBGBcwBF+erWbSuA6mUXowS8RAAirJLd3xRm3uzC8P/5bv+LxQvsmxcFa5To2m8Xk7lZVce0GvdvVv+X/W0FfYZceDZn++0hCS5lyJuCcjRPgEprMoGqPOXtXFvlHQ81tBOL768ttHDO115uD5lxL4w3LgFFRiUbWfU/OLTpDmYN2wvX/v00mP3lQxtEc2oZbgK4qO/aIktwcE4eP/V9n4qJh3TYj7fsCAwEAAaOCA0owggNGMB8GA1UdIwQYMBaAFH4DWmVBa6d+CuG4nQjqHY4dasdlMB0GA1UdDgQWBBQ1bdHJL6MTv+gSXduGuajyPl9u0jAOBgNVHQ8BAf8EBAMCBaAwDAYDVR0TAQH/BAIwADAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwSQYDVR0gBEIwQDA0BgsrBgEEAbIxAQICNDAlMCMGCCsGAQUFBwIBFhdodHRwczovL3NlY3RpZ28uY29tL0NQUzAIBgZngQwBAgEwTAYDVR0fBEUwQzBBoD+gPYY7aHR0cDovL2NybC5jb21vZG9jYS5jb20vY1BhbmVsSW5jQ2VydGlmaWNhdGlvbkF1dGhvcml0eS5jcmwwfQYIKwYBBQUHAQEEcTBvMEcGCCsGAQUFBzAChjtodHRwOi8vY3J0LmNvbW9kb2NhLmNvbS9jUGFuZWxJbmNDZXJ0aWZpY2F0aW9uQXV0aG9yaXR5LmNydDAkBggrBgEFBQcwAYYYaHR0cDovL29jc3AuY29tb2RvY2EuY29tMCwGA1UdEQQlMCOCIWNvbnRyYWN0b3ItMS5mb290YnJpZGdlbW9iaWxlLmNvbTCCAX8GCisGAQQB1nkCBAIEggFvBIIBawFpAHcARqVV63X6kSAwtaKJafTzfREsQXS+/Um4havy/HD+bUcAAAF9yJfEugAABAMASDBGAiEAsOBYqgxX5ZY2zk8fBpwN8ooZeNuS0mawfjqztmmlYWcCIQCjCncpxCdtvcDpfwhh5hCPxRfMyOazFuFQaHD2rdmboAB2AEHIyrHfIkZKEMahOglCh15OMYsbA+vrS8do8JBilgb2AAABfciXxIYAAAQDAEcwRQIhAK2EFBEaKixKZ2gK6pR1cjRW8HUlh7DaviNeXL6N8bSwAiA70PcFA5qczb4Y6E+NEY+YZP8mHWczjRc15uB5kOA+wwB2ACl5vvCeOTkh8FZzn2Old+W+V32cYAr4+U1dJlwlXceEAAABfciXxFsAAAQDAEcwRQIgKNOxDbRCvvc1P97rlvuAbPIN7ZFmszIRSBr0BykcozUCIQDieNG7SKRicOscXa+O8tiQWexmVJ1qV9SnvNbwpJQTGTANBgkqhkiG9w0BAQsFAAOCAQEAULkYOlfVcUZYvf54hKJ6d3XVlqxox9gU0oNxdrDGCXFSBwAyhFAiZrPvpihzXQI+F8KLJN37vRUrkpfnjG85fieilCt3I9SGoebQ661PIZNd4UFTzp6+9KWsukJA40+0YtCZR9kjKArwI+pEddqdz8Wmy4ln08WSf1U/IS4cfvOWCDfEWwwr9y9IWnXkOzXohlEr81WfoTo+Guh2FvADRkTTfF5LRiNL6rYxymKwA7q3/Nfz9lK+DkIvCq1JfUQw2A7r8Onv3hdkSQb/7dV3O0ZhrVwfKpOgR5x+NxVXbny2cQ7raOMhQ/wJKnZBLvvS4Wg5miDpBxr/AOKQf1CVBg==
-----END CERTIFICATE-----","","","","","None","","",""
